BL,Uniform Distribution,100,280,100,0.9001
0,0,0,27,30
1,27,0,19,30
2,46,0,7,30
3,53,0,5,30
4,58,0,30,29
5,58,29,29,29
6,0,30,23,29
7,88,0,8,29
8,87,29,6,29
9,23,30,30,28
10,23,58,23,28
11,46,58,24,27
12,70,58,30,26
13,70,84,28,26
14,0,59,20,26
15,0,85,12,26
16,46,85,24,25
17,12,86,19,25
18,31,86,14,25
19,45,110,12,24
20,57,110,4,24
21,61,110,21,23
22,82,110,11,23
23,0,111,25,22
24,0,133,22,21
25,25,111,12,21
26,93,110,6,21
27,37,111,5,21
28,42,111,2,21
29,22,133,22,20
30,61,133,21,20
31,22,153,20,20
32,82,133,15,20
33,44,134,13,20
34,57,153,11,20
35,68,153,18,19
36,86,153,8,19
37,99,84,1,19
38,0,154,18,18
39,94,153,4,18
40,98,131,2,18
41,68,172,28,17
42,0,172,21,17
43,21,173,20,17
44,42,154,14,17
45,42,171,3,17
46,98,149,2,17
47,56,154,1,17
48,41,189,30,16
49,0,189,16,16
50,71,189,7,16
51,96,171,4,16
52,96,187,1,16
53,0,205,29,15
54,78,189,18,15
55,29,205,27,14
56,78,204,18,14
57,56,205,5,14
58,61,218,28,13
59,29,219,29,12
60,0,220,26,12
61,26,231,20,12
62,46,231,17,12
63,63,231,15,12
64,89,218,6,12
65,97,187,2,12
66,0,243,27,11
67,78,231,12,11
68,27,243,30,10
69,57,243,28,10
70,27,253,26,10
71,85,242,13,10
72,85,252,8,10
73,53,253,29,9
74,53,262,29,9
75,0,254,20,9
76,98,199,2,9
77,0,263,24,8
78,82,262,14,8
79,24,263,9,8
80,96,252,4,8
81,0,271,22,6
82,33,263,20,6
83,33,269,8,6
84,82,270,18,5
85,41,271,17,5
86,58,271,14,5
87,22,271,7,5
88,72,275,28,4
89,29,275,7,4
90,22,276,6,4
91,36,276,6,3
92,42,276,30,2
93,42,278,29,2
94,0,277,12,2
95,12,277,8,2
96,0,279,7,1
97,7,279,7,1
98,14,279,5,1
99,19,279,3,1
