BL_Online,High Std Normal Distribution,100,290,100,0.8177
0,0,0,17,17
1,17,0,23,35
2,40,0,11,4
3,51,0,1,4
4,52,0,29,10
5,81,0,14,11
6,40,4,10,11
7,95,0,2,20
8,50,10,6,21
9,56,10,8,24
10,97,0,1,15
11,64,10,15,12
12,79,11,16,18
13,64,29,22,21
14,0,17,12,1
15,0,35,28,16
16,28,35,25,11
17,86,29,13,3
18,28,46,20,3
19,28,49,26,29
20,86,32,8,8
21,86,40,11,27
22,54,50,22,24
23,99,0,1,26
24,76,50,7,18
25,0,51,9,23
26,54,74,35,12
27,9,51,8,15
28,9,66,14,19
29,97,32,2,15
30,23,78,15,20
31,0,85,19,5
32,38,86,19,3
33,57,86,19,1
34,76,86,23,19
35,38,89,26,20
36,19,85,4,1
37,0,90,17,16
38,99,26,1,13
39,17,98,16,9
40,64,105,19,8
41,0,107,30,10
42,30,109,33,3
43,30,112,20,31
44,50,113,21,15
45,83,105,10,12
46,71,113,9,15
47,99,39,1,24
48,99,63,1,21
49,93,105,5,13
50,0,117,19,19
51,19,117,8,20
52,80,117,5,24
53,85,118,12,15
54,50,128,22,34
55,0,137,21,16
56,85,133,15,23
57,72,128,8,15
58,21,143,18,17
59,72,143,13,15
60,39,143,10,17
61,0,153,16,3
62,0,156,19,15
63,49,143,1,24
64,19,153,1,15
65,72,158,19,23
66,20,160,20,25
67,91,156,5,4
68,50,162,18,18
69,0,171,11,7
70,0,178,11,20
71,40,180,16,16
72,56,181,31,20
73,91,160,9,13
74,87,181,11,1
75,11,196,34,8
76,45,201,29,19
77,87,182,6,16
78,93,182,6,15
79,93,197,6,1
80,0,204,40,15
81,87,198,13,24
82,0,219,27,5
83,27,220,33,19
84,74,201,13,33
85,60,220,4,1
86,0,224,25,18
87,64,220,5,12
88,87,222,13,1
89,60,234,37,24
90,25,239,20,14
91,0,242,17,25
92,17,258,50,20
93,67,258,19,15
94,86,258,4,27
95,0,267,16,9
96,90,258,8,7
97,0,278,25,12
98,67,273,15,9
99,90,265,3,23
