NFDH,High Std Normal Distribution,100,290,100,0.8177
0,0,0,23,35
1,23,0,22,34
2,45,0,13,33
3,58,0,20,31
4,0,35,26,29
5,26,35,11,27
6,37,35,4,27
7,41,35,1,26
8,42,35,20,25
9,62,35,17,25
10,0,64,37,24
11,37,64,22,24
12,59,64,13,24
13,72,64,8,24
14,80,64,5,24
15,85,64,1,24
16,86,64,1,24
17,0,88,19,23
18,19,88,15,23
19,34,88,9,23
20,43,88,3,23
21,46,88,22,21
22,68,88,6,21
23,74,88,1,21
24,0,111,50,20
25,50,111,31,20
26,0,131,26,20
27,26,131,15,20
28,41,131,11,20
29,52,131,8,20
30,60,131,2,20
31,62,131,33,19
32,0,151,29,19
33,29,151,23,19
34,52,151,19,19
35,71,151,14,19
36,0,170,25,18
37,25,170,18,18
38,43,170,16,18
39,59,170,7,18
40,66,170,18,17
41,0,188,17,17
42,17,188,10,17
43,27,188,28,16
44,55,188,21,16
45,76,188,17,16
46,0,205,16,16
47,16,205,6,16
48,22,205,40,15
49,62,205,21,15
50,0,221,19,15
51,19,221,19,15
52,38,221,13,15
53,51,221,12,15
54,63,221,9,15
55,72,221,8,15
56,80,221,8,15
57,88,221,6,15
58,94,221,2,15
59,96,221,1,15
60,97,221,1,15
61,0,236,20,14
62,20,236,9,13
63,29,236,5,13
64,34,236,1,13
65,35,236,35,12
66,70,236,25,12
67,0,250,15,12
68,15,250,10,12
69,25,250,5,12
70,30,250,25,11
71,55,250,14,11
72,69,250,10,11
73,0,262,30,10
74,30,262,29,10
75,59,262,16,9
76,75,262,16,9
77,0,272,15,9
78,15,272,34,8
79,49,272,19,8
80,68,272,8,8
81,76,272,11,7
82,87,272,8,7
83,0,281,27,5
84,27,281,19,5
85,46,281,11,4
86,57,281,5,4
87,62,281,1,4
88,63,281,33,3
89,0,286,20,3
90,20,286,19,3
91,39,286,16,3
92,55,286,13,3
93,68,286,19,1
94,87,286,13,1
95,0,289,12,1
96,12,289,11,1
97,23,289,6,1
98,29,289,4,1
99,33,289,4,1
